"RecordNo";"company";"pos"
1475;"Inna_8";"Aided"
1475;"Inna_6";"Aided"
1475;"Inna_9";"Aided"
1475;"Inna_4";"Aided"
1475;"Inna_3";"Aided"
1475;"Inna_7";"Aided"
1475;"Inna_5";"Aided"
1475;"Boczniak";"Aided"
1475;"Pieczarka";"Aided"
1485;"Maœlak";"Not mentioned"
1485;"Go³¹bek";"Aided"
1485;"KoŸlarz";"Aided"
1485;"Nie znam ¿adnych";"Aided"
1485;"Borowik";"Aided"
1485;"Czubajka";"Aided"
1485;"Podgrzybek";"Not mentioned"
1485;"Opieñka";"Not mentioned"
1485;"G¹ska";"Not mentioned"
1485;"Inna_2";"Aided"
1485;"Inna_1";"Aided"
1485;"Inna_8";"Aided"
1485;"Inna_6";"Aided"
1485;"Inna_9";"Aided"
1485;"Inna_4";"Aided"
1485;"Inna_3";"Aided"
1485;"Inna_7";"Aided"
1485;"Inna_5";"Aided"
1485;"Boczniak";"Aided"
1485;"Pieczarka";"Aided"
1486;"Maœlak";"Not mentioned"
1486;"Go³¹bek";"Aided"
1486;"KoŸlarz";"Not mentioned"
1486;"Nie znam ¿adnych";"Aided"
1486;"Borowik";"Aided"
1486;"Czubajka";"Not mentioned"
1486;"Podgrzybek";"Aided"
1486;"Opieñka";"Not mentioned"
1486;"G¹ska";"Not mentioned"
1486;"Inna_2";"Aided"
1486;"Inna_1";"Aided"
1486;"Inna_8";"Aided"
1486;"Inna_6";"Aided"
1486;"Inna_9";"Aided"
1486;"Inna_4";"Aided"
1486;"Inna_3";"Aided"
1486;"Inna_7";"Aided"
1486;"Inna_5";"Aided"
1486;"Boczniak";"Not mentioned"
1486;"Pieczarka";"Aided"
1490;"Maœlak";"Not mentioned"
1490;"Go³¹bek";"Aided"
1490;"KoŸlarz";"Aided"
1490;"Nie znam ¿adnych";"Aided"
1490;"Borowik";"Aided"
1490;"Czubajka";"Not mentioned"
1490;"Podgrzybek";"Not mentioned"
1490;"Opieñka";"Not mentioned"
1490;"G¹ska";"Aided"
1490;"Inna_2";"Aided"
1490;"Inna_1";"Aided"
1490;"Inna_8";"Aided"
1490;"Inna_6";"Aided"
1490;"Inna_9";"Aided"
1490;"Inna_4";"Aided"
1490;"Inna_3";"Aided"
1490;"Inna_7";"Aided"
1490;"Inna_5";"Aided"
1490;"Boczniak";"Aided"
1490;"Pieczarka";"Aided"
1491;"Maœlak";"Not mentioned"
1491;"Go³¹bek";"Top of Mind"
1491;"KoŸlarz";"Unaided"
1491;"Nie znam ¿adnych";"Aided"
1491;"Borowik";"Not mentioned"
1491;"Czubajka";"Not mentioned"
1491;"Podgrzybek";"Not mentioned"
1491;"Opieñka";"Not mentioned"
1491;"G¹ska";"Not mentioned"
1491;"Inna_2";"Aided"
1491;"Inna_1";"Aided"
1491;"Inna_8";"Aided"
1491;"Inna_6";"Aided"
1491;"Inna_9";"Aided"
1491;"Inna_4";"Aided"
1491;"Inna_3";"Aided"
1491;"Inna_7";"Aided"
1491;"Inna_5";"Aided"
1491;"Boczniak";"Aided"
1491;"Pieczarka";"Aided"
1501;"Maœlak";"Aided"
1501;"Go³¹bek";"Aided"
1501;"KoŸlarz";"Aided"
1501;"Nie znam ¿adnych";"Aided"
1501;"Borowik";"Aided"
1501;"Czubajka";"Not mentioned"
1501;"Podgrzybek";"Top of Mind"
1501;"Opieñka";"Not mentioned"
1501;"G¹ska";"Not mentioned"
1501;"Inna_2";"Aided"
1501;"Inna_1";"Aided"
1501;"Inna_8";"Aided"
1501;"Inna_6";"Aided"
1501;"Inna_9";"Aided"
1501;"Inna_4";"Aided"
1501;"Inna_3";"Aided"
1501;"Inna_7";"Aided"
1501;"Inna_5";"Aided"
1501;"Boczniak";"Aided"
1501;"Pieczarka";"Aided"
1504;"Maœlak";"Aided"
1504;"Go³¹bek";"Aided"
1504;"KoŸlarz";"Not mentioned"
1504;"Nie znam ¿adnych";"Aided"
1504;"Borowik";"Not mentioned"
1504;"Czubajka";"Not mentioned"
1504;"Podgrzybek";"Not mentioned"
1504;"Opieñka";"Not mentioned"
1504;"G¹ska";"Not mentioned"
1504;"Inna_2";"Aided"
1504;"Inna_1";"Aided"
1504;"Inna_8";"Aided"
1504;"Inna_6";"Aided"
1504;"Inna_9";"Aided"
1504;"Inna_4";"Aided"
1504;"Inna_3";"Aided"
1504;"Inna_7";"Aided"
1504;"Inna_5";"Aided"
1504;"Boczniak";"Aided"
1504;"Pieczarka";"Aided"
1508;"Maœlak";"Not mentioned"
1508;"Go³¹bek";"Top of Mind"
1508;"KoŸlarz";"Not mentioned"
1508;"Nie znam ¿adnych";"Aided"
1508;"Borowik";"Unaided"
1508;"Czubajka";"Not mentioned"
1508;"Podgrzybek";"Unaided"
1508;"Opieñka";"Not mentioned"
1508;"G¹ska";"Unaided"
1508;"Inna_2";"Aided"
1508;"Inna_1";"Aided"
1508;"Inna_8";"Aided"
1508;"Inna_6";"Aided"
1508;"Inna_9";"Aided"
1508;"Inna_4";"Aided"
1508;"Inna_3";"Aided"
1508;"Inna_7";"Aided"
1508;"Inna_5";"Aided"
1508;"Boczniak";"Aided"
1508;"Pieczarka";"Aided"
1514;"Maœlak";"Unaided"
1514;"Go³¹bek";"Top of Mind"
1514;"KoŸlarz";"Not mentioned"
1514;"Nie znam ¿adnych";"Aided"
1514;"Borowik";"Not mentioned"
1514;"Czubajka";"Unaided"
1514;"Podgrzybek";"Not mentioned"
1514;"Opieñka";"Unaided"
1514;"G¹ska";"Not mentioned"
1514;"Inna_2";"Aided"
1514;"Inna_1";"Aided"
1514;"Inna_8";"Aided"
1514;"Inna_6";"Aided"
1514;"Inna_9";"Aided"
1514;"Inna_4";"Aided"
1514;"Inna_3";"Aided"
1514;"Inna_7";"Aided"
1514;"Inna_5";"Aided"
1514;"Boczniak";"Aided"
1514;"Pieczarka";"Aided"
1540;"Maœlak";"Unaided"
1540;"Go³¹bek";"Unaided"
1540;"KoŸlarz";"Not mentioned"
1540;"Nie znam ¿adnych";"Aided"
1540;"Borowik";"Not mentioned"
1540;"Czubajka";"Not mentioned"
1540;"Podgrzybek";"Top of Mind"
1540;"Opieñka";"Aided"
1540;"G¹ska";"Aided"
1540;"Inna_2";"Aided"
1540;"Inna_1";"Aided"
1540;"Inna_8";"Aided"
1540;"Inna_6";"Aided"
1540;"Inna_9";"Aided"
1540;"Inna_4";"Aided"
1540;"Inna_3";"Aided"
1540;"Inna_7";"Aided"
1540;"Inna_5";"Aided"
1540;"Boczniak";"Not mentioned"
1540;"Pieczarka";"Aided"
1562;"Maœlak";"Not mentioned"
1562;"Go³¹bek";"Aided"
1562;"KoŸlarz";"Not mentioned"
1562;"Nie znam ¿adnych";"Aided"
1562;"Borowik";"Aided"
1562;"Czubajka";"Aided"
1562;"Podgrzybek";"Not mentioned"
1562;"Opieñka";"Not mentioned"
1562;"G¹ska";"Not mentioned"
1562;"Inna_2";"Aided"
1562;"Inna_1";"Aided"
1562;"Inna_8";"Aided"
1562;"Inna_6";"Aided"
1562;"Inna_9";"Aided"
1562;"Inna_4";"Aided"
1562;"Inna_3";"Aided"
1562;"Inna_7";"Aided"
1562;"Inna_5";"Aided"
1562;"Boczniak";"Aided"
1562;"Pieczarka";"Aided"
1583;"Maœlak";"Unaided"
1583;"Go³¹bek";"Aided"
1583;"KoŸlarz";"Unaided"
1583;"Nie znam ¿adnych";"Aided"
1583;"Borowik";"Aided"
1583;"Czubajka";"Aided"
1583;"Podgrzybek";"Not mentioned"
1583;"Opieñka";"Not mentioned"
1583;"G¹ska";"Not mentioned"
1583;"Inna_2";"Aided"
1583;"Inna_1";"Aided"
1583;"Inna_8";"Aided"
1583;"Inna_6";"Aided"
1583;"Inna_9";"Aided"
1583;"Inna_4";"Aided"
1583;"Inna_3";"Aided"
1583;"Inna_7";"Aided"
1583;"Inna_5";"Aided"
1583;"Boczniak";"Aided"
1583;"Pieczarka";"Aided"
1589;"Maœlak";"Not mentioned"
1589;"Go³¹bek";"Not mentioned"
1589;"KoŸlarz";"Not mentioned"
1589;"Nie znam ¿adnych";"Aided"
1589;"Borowik";"Not mentioned"
1589;"Czubajka";"Not mentioned"
1589;"Podgrzybek";"Not mentioned"
1589;"Opieñka";"Not mentioned"
1589;"G¹ska";"Not mentioned"
1589;"Inna_2";"Aided"
1589;"Inna_1";"Aided"
1589;"Inna_8";"Aided"
1589;"Inna_6";"Aided"
1589;"Inna_9";"Aided"
1589;"Inna_4";"Aided"
1589;"Inna_3";"Aided"
1589;"Inna_7";"Aided"
1589;"Inna_5";"Aided"
1589;"Boczniak";"Aided"
1589;"Pieczarka";"Aided"
1593;"Maœlak";"Not mentioned"
1593;"Go³¹bek";"Aided"
1593;"KoŸlarz";"Not mentioned"
1593;"Nie znam ¿adnych";"Aided"
1593;"Borowik";"Aided"
1593;"Czubajka";"Aided"
1593;"Podgrzybek";"Not mentioned"
1593;"Opieñka";"Not mentioned"
1593;"G¹ska";"Not mentioned"
1593;"Inna_2";"Aided"
1593;"Inna_1";"Aided"
1593;"Inna_8";"Aided"
1593;"Inna_6";"Aided"
1593;"Inna_9";"Aided"
1593;"Inna_4";"Aided"
1593;"Inna_3";"Aided"
1593;"Inna_7";"Aided"
1593;"Inna_5";"Aided"
1593;"Boczniak";"Aided"
1593;"Pieczarka";"Aided"
1599;"Maœlak";"Not mentioned"
1599;"Go³¹bek";"Aided"
1599;"KoŸlarz";"Aided"
1599;"Nie znam ¿adnych";"Aided"
1599;"Borowik";"Unaided"
1599;"Czubajka";"Not mentioned"
1599;"Podgrzybek";"Not mentioned"
1599;"Opieñka";"Not mentioned"
1599;"G¹ska";"Not mentioned"
1599;"Inna_2";"Aided"
1599;"Inna_1";"Aided"
1599;"Inna_8";"Aided"
1599;"Inna_6";"Aided"
1599;"Inna_9";"Aided"
1599;"Inna_4";"Aided"
1599;"Inna_3";"Aided"
1599;"Inna_7";"Aided"
1599;"Inna_5";"Aided"
1599;"Boczniak";"Aided"
1599;"Pieczarka";"Aided"
1605;"Maœlak";"Not mentioned"
1605;"Go³¹bek";"Aided"
1605;"KoŸlarz";"Not mentioned"
1605;"Nie znam ¿adnych";"Aided"
1605;"Borowik";"Aided"
1605;"Czubajka";"Not mentioned"
1605;"Podgrzybek";"Not mentioned"
1605;"Opieñka";"Not mentioned"
1605;"G¹ska";"Not mentioned"
1605;"Inna_2";"Aided"
1605;"Inna_1";"Aided"
1605;"Inna_8";"Aided"
1605;"Inna_6";"Aided"
1605;"Inna_9";"Aided"
1605;"Inna_4";"Aided"
1605;"Inna_3";"Aided"
1605;"Inna_7";"Aided"
1605;"Inna_5";"Aided"
1605;"Boczniak";"Aided"
1605;"Pieczarka";"Aided"
1612;"Maœlak";"Aided"
1612;"Go³¹bek";"Aided"
1612;"KoŸlarz";"Aided"
1612;"Nie znam ¿adnych";"Aided"
1612;"Borowik";"Aided"
1612;"Czubajka";"Aided"
1612;"Podgrzybek";"Aided"
1612;"Opieñka";"Aided"
1612;"G¹ska";"Aided"
1612;"Inna_2";"Aided"
1612;"Inna_1";"Aided"
1612;"Inna_8";"Aided"
1612;"Inna_6";"Aided"
1612;"Inna_9";"Aided"
1612;"Inna_4";"Aided"
1612;"Inna_3";"Aided"
1612;"Inna_7";"Aided"
1612;"Inna_5";"Aided"
1612;"Boczniak";"Aided"
1612;"Pieczarka";"Not mentioned"
1626;"Maœlak";"Aided"
1626;"Go³¹bek";"Aided"
1626;"KoŸlarz";"Unaided"
1626;"Nie znam ¿adnych";"Aided"
1626;"Borowik";"Unaided"
1626;"Czubajka";"Aided"
1626;"Podgrzybek";"Not mentioned"
1626;"Opieñka";"Aided"
1626;"G¹ska";"Not mentioned"
1626;"Inna_2";"Aided"
1626;"Inna_1";"Aided"
1626;"Inna_8";"Aided"
1626;"Inna_6";"Aided"
1626;"Inna_9";"Aided"
1626;"Inna_4";"Aided"
1626;"Inna_3";"Aided"
1626;"Inna_7";"Aided"
1626;"Inna_5";"Aided"
1626;"Boczniak";"Not mentioned"
1626;"Pieczarka";"Aided"
1634;"Maœlak";"Aided"
1634;"Go³¹bek";"Aided"
1634;"KoŸlarz";"Aided"
1634;"Nie znam ¿adnych";"Aided"
1634;"Borowik";"Aided"
1634;"Czubajka";"Aided"
1634;"Podgrzybek";"Aided"
1634;"Opieñka";"Aided"
1634;"G¹ska";"Aided"
1634;"Inna_2";"Aided"
1634;"Inna_1";"Aided"
1634;"Inna_8";"Aided"
1634;"Inna_6";"Aided"
1634;"Inna_9";"Aided"
1634;"Inna_4";"Aided"
1634;"Inna_3";"Aided"
1634;"Inna_7";"Aided"
1634;"Inna_5";"Aided"
1634;"Boczniak";"Aided"
1634;"Pieczarka";"Aided"
1649;"Maœlak";"Aided"
1649;"Go³¹bek";"Aided"
1649;"KoŸlarz";"Aided"
1649;"Nie znam ¿adnych";"Aided"
1649;"Borowik";"Aided"
1649;"Czubajka";"Aided"
1649;"Podgrzybek";"Aided"
1649;"Opieñka";"Aided"
1649;"G¹ska";"Aided"
1649;"Inna_2";"Aided"
1649;"Inna_1";"Aided"
1649;"Inna_8";"Aided"
1649;"Inna_6";"Aided"
1649;"Inna_9";"Aided"
1649;"Inna_4";"Aided"
1649;"Inna_3";"Aided"
1649;"Inna_7";"Aided"
1649;"Inna_5";"Aided"
1649;"Boczniak";"Aided"
1649;"Pieczarka";"Aided"
1654;"Maœlak";"Not mentioned"
1654;"Go³¹bek";"Aided"
1654;"KoŸlarz";"Unaided"
1654;"Nie znam ¿adnych";"Aided"
1654;"Borowik";"Unaided"
1654;"Czubajka";"Unaided"
1654;"Podgrzybek";"Top of Mind"
1654;"Opieñka";"Not mentioned"
1654;"G¹ska";"Not mentioned"
1654;"Inna_2";"Aided"
1654;"Inna_1";"Aided"
1654;"Inna_8";"Aided"
1654;"Inna_6";"Aided"
1654;"Inna_9";"Aided"
1654;"Inna_4";"Aided"
1654;"Inna_3";"Aided"
1654;"Inna_7";"Aided"
1654;"Inna_5";"Aided"
1654;"Boczniak";"Aided"
1654;"Pieczarka";"Aided"
1664;"Maœlak";"Aided"
1664;"Go³¹bek";"Aided"
1664;"KoŸlarz";"Aided"
1664;"Nie znam ¿adnych";"Aided"
1664;"Borowik";"Aided"
1664;"Czubajka";"Aided"
1664;"Podgrzybek";"Aided"
1664;"Opieñka";"Aided"
1664;"G¹ska";"Aided"
1664;"Inna_2";"Aided"
1664;"Inna_1";"Aided"
1664;"Inna_8";"Aided"
1664;"Inna_6";"Aided"
1664;"Inna_9";"Aided"
1664;"Inna_4";"Aided"
1664;"Inna_3";"Aided"
1664;"Inna_7";"Aided"
1664;"Inna_5";"Aided"
1664;"Boczniak";"Aided"
1664;"Pieczarka";"Aided"
1672;"Maœlak";"Aided"
1672;"Go³¹bek";"Aided"
1672;"KoŸlarz";"Aided"
1672;"Nie znam ¿adnych";"Aided"
1672;"Borowik";"Aided"
1672;"Czubajka";"Aided"
1672;"Podgrzybek";"Aided"
1672;"Opieñka";"Aided"
1672;"G¹ska";"Aided"
1672;"Inna_2";"Aided"
1672;"Inna_1";"Aided"
1672;"Inna_8";"Aided"
1672;"Inna_6";"Aided"
1672;"Inna_9";"Aided"
1672;"Inna_4";"Aided"
1672;"Inna_3";"Aided"
1672;"Inna_7";"Aided"
1672;"Inna_5";"Aided"
1672;"Boczniak";"Aided"
1672;"Pieczarka";"Aided"
1674;"Maœlak";"Not mentioned"
1674;"Go³¹bek";"Not mentioned"
1674;"KoŸlarz";"Not mentioned"
1674;"Nie znam ¿adnych";"Aided"
1674;"Borowik";"Unaided"
1674;"Czubajka";"Top of Mind"
1674;"Podgrzybek";"Not mentioned"
1674;"Opieñka";"Not mentioned"
1674;"G¹ska";"Not mentioned"
1674;"Inna_2";"Aided"
1674;"Inna_1";"Aided"
1674;"Inna_8";"Aided"
1674;"Inna_6";"Aided"
1674;"Inna_9";"Aided"
1674;"Inna_4";"Aided"
1674;"Inna_3";"Aided"
1674;"Inna_7";"Aided"
1674;"Inna_5";"Aided"
1674;"Boczniak";"Aided"
1674;"Pieczarka";"Aided"
1692;"Maœlak";"Not mentioned"
1692;"Go³¹bek";"Top of Mind"
1692;"KoŸlarz";"Unaided"
1692;"Nie znam ¿adnych";"Aided"
1692;"Borowik";"Unaided"
1692;"Czubajka";"Unaided"
1692;"Podgrzybek";"Aided"
1692;"Opieñka";"Not mentioned"
1692;"G¹ska";"Not mentioned"
1692;"Inna_2";"Aided"
1692;"Inna_1";"Aided"
1692;"Inna_8";"Aided"
1692;"Inna_6";"Aided"
1692;"Inna_9";"Aided"
1692;"Inna_4";"Aided"
1692;"Inna_3";"Aided"
1692;"Inna_7";"Aided"
1692;"Inna_5";"Aided"
1692;"Boczniak";"Not mentioned"
1692;"Pieczarka";"Aided"
1697;"Maœlak";"Not mentioned"
1697;"Go³¹bek";"Not mentioned"
1697;"KoŸlarz";"Not mentioned"
1697;"Nie znam ¿adnych";"Aided"
1697;"Borowik";"Aided"
1697;"Czubajka";"Not mentioned"
1697;"Podgrzybek";"Not mentioned"
1697;"Opieñka";"Not mentioned"
1697;"G¹ska";"Not mentioned"
1697;"Inna_2";"Aided"
1697;"Inna_1";"Aided"
1697;"Inna_8";"Aided"
1697;"Inna_6";"Aided"
1697;"Inna_9";"Aided"
1697;"Inna_4";"Aided"
1697;"Inna_3";"Aided"
1697;"Inna_7";"Aided"
1697;"Inna_5";"Aided"
1697;"Boczniak";"Aided"
1697;"Pieczarka";"Aided"
1716;"Maœlak";"Not mentioned"
1716;"Go³¹bek";"Aided"
1716;"KoŸlarz";"Not mentioned"
1716;"Nie znam ¿adnych";"Aided"
1716;"Borowik";"Aided"
1716;"Czubajka";"Not mentioned"
1716;"Podgrzybek";"Aided"
1716;"Opieñka";"Not mentioned"
1716;"G¹ska";"Aided"
1716;"Inna_2";"Aided"
1716;"Inna_1";"Aided"
1716;"Inna_8";"Aided"
1716;"Inna_6";"Aided"
1716;"Inna_9";"Aided"
1716;"Inna_4";"Aided"
1716;"Inna_3";"Aided"
1716;"Inna_7";"Aided"
1716;"Inna_5";"Aided"
1716;"Boczniak";"Aided"
1716;"Pieczarka";"Aided"
1729;"Maœlak";"Not mentioned"
1729;"Go³¹bek";"Top of Mind"
1729;"KoŸlarz";"Not mentioned"
1729;"Nie znam ¿adnych";"Aided"
1729;"Borowik";"Aided"
1729;"Czubajka";"Aided"
1729;"Podgrzybek";"Not mentioned"
1729;"Opieñka";"Not mentioned"
1729;"G¹ska";"Not mentioned"
1729;"Inna_2";"Aided"
1729;"Inna_1";"Aided"
1729;"Inna_8";"Aided"
1729;"Inna_6";"Aided"
1729;"Inna_9";"Aided"
1729;"Inna_4";"Aided"
1729;"Inna_3";"Aided"
1729;"Inna_7";"Aided"
1729;"Inna_5";"Aided"
1729;"Boczniak";"Aided"
1729;"Pieczarka";"Aided"
1733;"Maœlak";"Aided"
1733;"Go³¹bek";"Unaided"
1733;"KoŸlarz";"Aided"
1733;"Nie znam ¿adnych";"Aided"
1733;"Borowik";"Aided"
1733;"Czubajka";"Not mentioned"
1733;"Podgrzybek";"Not mentioned"
1733;"Opieñka";"Not mentioned"
1733;"G¹ska";"Not mentioned"
1733;"Inna_2";"Aided"
1733;"Inna_1";"Aided"
1733;"Inna_8";"Aided"
1733;"Inna_6";"Aided"
1733;"Inna_9";"Aided"
1733;"Inna_4";"Aided"
1733;"Inna_3";"Aided"
1733;"Inna_7";"Aided"
1733;"Inna_5";"Aided"
1733;"Boczniak";"Aided"
1733;"Pieczarka";"Aided"
1739;"Maœlak";"Not mentioned"
1739;"Go³¹bek";"Aided"
1739;"KoŸlarz";"Aided"
1739;"Nie znam ¿adnych";"Aided"
1739;"Borowik";"Not mentioned"
1739;"Czubajka";"Aided"
1739;"Podgrzybek";"Not mentioned"
1739;"Opieñka";"Not mentioned"
1739;"G¹ska";"Not mentioned"
1739;"Inna_2";"Aided"
1739;"Inna_1";"Aided"
1739;"Inna_8";"Aided"
1739;"Inna_6";"Aided"
1739;"Inna_9";"Aided"
1739;"Inna_4";"Aided"
1739;"Inna_3";"Aided"
1739;"Inna_7";"Aided"
1739;"Inna_5";"Aided"
1739;"Boczniak";"Not mentioned"
1739;"Pieczarka";"Aided"
1749;"Maœlak";"Not mentioned"
1749;"Go³¹bek";"Not mentioned"
1749;"KoŸlarz";"Not mentioned"
1749;"Nie znam ¿adnych";"Aided"
1749;"Borowik";"Not mentioned"
1749;"Czubajka";"Not mentioned"
1749;"Podgrzybek";"Not mentioned"
1749;"Opieñka";"Not mentioned"
1749;"G¹ska";"Not mentioned"
1749;"Inna_2";"Aided"
1749;"Inna_1";"Aided"
1749;"Inna_8";"Aided"
1749;"Inna_6";"Aided"
1749;"Inna_9";"Aided"
1749;"Inna_4";"Aided"
1749;"Inna_3";"Aided"
1749;"Inna_7";"Aided"
1749;"Inna_5";"Aided"
1749;"Boczniak";"Aided"
1749;"Pieczarka";"Aided"
1767;"Maœlak";"Aided"
1767;"Go³¹bek";"Aided"
1767;"KoŸlarz";"Not mentioned"
1767;"Nie znam ¿adnych";"Aided"
1767;"Borowik";"Aided"
1767;"Czubajka";"Aided"
1767;"Podgrzybek";"Not mentioned"
1767;"Opieñka";"Aided"
1767;"G¹ska";"Aided"
1767;"Inna_2";"Aided"
1767;"Inna_1";"Aided"
1767;"Inna_8";"Aided"
1767;"Inna_6";"Aided"
1767;"Inna_9";"Aided"
1767;"Inna_4";"Aided"
1767;"Inna_3";"Aided"
1767;"Inna_7";"Aided"
1767;"Inna_5";"Aided"
1767;"Boczniak";"Not mentioned"
1767;"Pieczarka";"Not mentioned"
1777;"Maœlak";"Not mentioned"
1777;"Go³¹bek";"Aided"
1777;"KoŸlarz";"Not mentioned"
1777;"Nie znam ¿adnych";"Aided"
1777;"Borowik";"Not mentioned"
1777;"Czubajka";"Aided"
1777;"Podgrzybek";"Not mentioned"
1777;"Opieñka";"Not mentioned"
1777;"G¹ska";"Not mentioned"
1777;"Inna_2";"Aided"
1777;"Inna_1";"Aided"
1777;"Inna_8";"Aided"
1777;"Inna_6";"Aided"
1777;"Inna_9";"Aided"
1777;"Inna_4";"Aided"
1777;"Inna_3";"Aided"
1777;"Inna_7";"Aided"
1777;"Inna_5";"Aided"
1777;"Boczniak";"Aided"
1777;"Pieczarka";"Aided"
1783;"Maœlak";"Not mentioned"
1783;"Go³¹bek";"Aided"
1783;"KoŸlarz";"Aided"
1783;"Nie znam ¿adnych";"Aided"
1783;"Borowik";"Aided"
1783;"Czubajka";"Aided"
1783;"Podgrzybek";"Not mentioned"
1783;"Opieñka";"Not mentioned"
1783;"G¹ska";"Not mentioned"
1783;"Inna_2";"Aided"
1783;"Inna_1";"Aided"
1783;"Inna_8";"Aided"
1783;"Inna_6";"Aided"
1783;"Inna_9";"Aided"
1783;"Inna_4";"Aided"
1783;"Inna_3";"Aided"
1783;"Inna_7";"Aided"
1783;"Inna_5";"Aided"
1783;"Boczniak";"Aided"
1783;"Pieczarka";"Aided"
1799;"Maœlak";"Not mentioned"
1799;"Go³¹bek";"Not mentioned"
1799;"KoŸlarz";"Not mentioned"
1799;"Nie znam ¿adnych";"Aided"
1799;"Borowik";"Not mentioned"
1799;"Czubajka";"Not mentioned"
1799;"Podgrzybek";"Not mentioned"
1799;"Opieñka";"Aided"
1799;"G¹ska";"Aided"
1799;"Inna_2";"Aided"
1799;"Inna_1";"Aided"
1799;"Inna_8";"Aided"
1799;"Inna_6";"Aided"
1799;"Inna_9";"Aided"
1799;"Inna_4";"Aided"
1799;"Inna_3";"Aided"
1799;"Inna_7";"Aided"
1799;"Inna_5";"Aided"
1799;"Boczniak";"Aided"
1799;"Pieczarka";"Aided"
1800;"Maœlak";"Aided"
1800;"Go³¹bek";"Not mentioned"
1800;"KoŸlarz";"Not mentioned"
1800;"Nie znam ¿adnych";"Aided"
1800;"Borowik";"Not mentioned"
1800;"Czubajka";"Aided"
1800;"Podgrzybek";"Aided"
1800;"Opieñka";"Aided"
1800;"G¹ska";"Aided"
1800;"Inna_2";"Aided"
1800;"Inna_1";"Aided"
1800;"Inna_8";"Aided"
1800;"Inna_6";"Aided"
1800;"Inna_9";"Aided"
1800;"Inna_4";"Aided"
1800;"Inna_3";"Aided"
1800;"Inna_7";"Aided"
1800;"Inna_5";"Aided"
1800;"Boczniak";"Not mentioned"
1800;"Pieczarka";"Aided"
1828;"Maœlak";"Not mentioned"
1828;"Go³¹bek";"Aided"
1828;"KoŸlarz";"Aided"
1828;"Nie znam ¿adnych";"Aided"
1828;"Borowik";"Aided"
1828;"Czubajka";"Not mentioned"
1828;"Podgrzybek";"Not mentioned"
1828;"Opieñka";"Not mentioned"
1828;"G¹ska";"Not mentioned"
1828;"Inna_2";"Aided"
1828;"Inna_1";"Aided"
1828;"Inna_8";"Aided"
1828;"Inna_6";"Aided"
1828;"Inna_9";"Aided"
1828;"Inna_4";"Aided"
1828;"Inna_3";"Aided"
1828;"Inna_7";"Aided"
1828;"Inna_5";"Aided"
1828;"Boczniak";"Aided"
1828;"Pieczarka";"Aided"
1851;"Maœlak";"Not mentioned"
1851;"Go³¹bek";"Not mentioned"
1851;"KoŸlarz";"Not mentioned"
1851;"Nie znam ¿adnych";"Aided"
1851;"Borowik";"Not mentioned"
1851;"Czubajka";"Not mentioned"
1851;"Podgrzybek";"Not mentioned"
1851;"Opieñka";"Not mentioned"
1851;"G¹ska";"Not mentioned"
1851;"Inna_2";"Aided"
1851;"Inna_1";"Aided"
1851;"Inna_8";"Aided"
1851;"Inna_6";"Aided"
1851;"Inna_9";"Aided"
1851;"Inna_4";"Aided"
1851;"Inna_3";"Aided"
1851;"Inna_7";"Aided"
1851;"Inna_5";"Aided"
1851;"Boczniak";"Aided"
1851;"Pieczarka";"Aided"
1866;"Maœlak";"Aided"
1866;"Go³¹bek";"Aided"
1866;"KoŸlarz";"Aided"
1866;"Nie znam ¿adnych";"Aided"
1866;"Borowik";"Aided"
1866;"Czubajka";"Aided"
1866;"Podgrzybek";"Aided"
1866;"Opieñka";"Aided"
1866;"G¹ska";"Aided"
1866;"Inna_2";"Aided"
1866;"Inna_1";"Aided"
1866;"Inna_8";"Aided"
1866;"Inna_6";"Aided"
1866;"Inna_9";"Aided"
1866;"Inna_4";"Aided"
1866;"Inna_3";"Aided"
1866;"Inna_7";"Aided"
1866;"Inna_5";"Aided"
1866;"Boczniak";"Aided"
1866;"Pieczarka";"Aided"
1869;"Maœlak";"Not mentioned"
1869;"Go³¹bek";"Aided"
1869;"KoŸlarz";"Not mentioned"
1869;"Nie znam ¿adnych";"Aided"
1869;"Borowik";"Aided"
1869;"Czubajka";"Not mentioned"
1869;"Podgrzybek";"Not mentioned"
1869;"Opieñka";"Not mentioned"
1869;"G¹ska";"Not mentioned"
1869;"Inna_2";"Aided"
1869;"Inna_1";"Aided"
1869;"Inna_8";"Aided"
1869;"Inna_6";"Aided"
1869;"Inna_9";"Aided"
1869;"Inna_4";"Aided"
1869;"Inna_3";"Aided"
1869;"Inna_7";"Aided"
1869;"Inna_5";"Aided"
1869;"Boczniak";"Aided"
1869;"Pieczarka";"Aided"
1928;"Maœlak";"Aided"
1928;"Go³¹bek";"Aided"
1928;"KoŸlarz";"Not mentioned"
1928;"Nie znam ¿adnych";"Aided"
1928;"Borowik";"Aided"
1928;"Czubajka";"Aided"
1928;"Podgrzybek";"Aided"
1928;"Opieñka";"Aided"
1928;"G¹ska";"Aided"
1928;"Inna_2";"Aided"
1928;"Inna_1";"Aided"
1928;"Inna_8";"Aided"
1928;"Inna_6";"Aided"
1928;"Inna_9";"Aided"
1928;"Inna_4";"Aided"
1928;"Inna_3";"Aided"
1928;"Inna_7";"Aided"
1928;"Inna_5";"Aided"
1928;"Boczniak";"Not mentioned"
1928;"Pieczarka";"Not mentioned"
